original	gold_id	pred_id
でも壊れてるわけじゃないでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
使えるんでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でも使い勝手が	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それに場所ふさぎなんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
まだ使えますよねあの写真見れたらね現役ですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
けっこう重たいんですかあれかばんは	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あのねキャスターが１方向しかなくて今どれ色々回ったりできるじゃないすかちょっとね使い勝手悪いしあの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
引手がいまいち気にいらないんでまあいっかって	過去	現在（状態、性質、考えなど）
引っ張って斜めにしてゴロゴロゴロゴロじゃないですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
今はほらこのまま持ってけるのとか色々あるじゃないですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
買うんだったらそういうのにしたいなと思って	最近（1か月以内）	現在（状態、性質、考えなど）
けっこうね斜めにすると重たいんんですよ荷物が入ったりすると引っ張るだけでも結構ね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
写真見ると椅子の高さと同じぐらいまでね大きいですよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれどかしたら結構空きましたよね	最近（1か月以内）	過去
であの椅子は処分するのにバーゲンじゃなくて	最近（1か月以内）	現在（状態、性質、考えなど）
あれもね人にあげるもんじゃないから	最近（1か月以内）	現在（状態、性質、考えなど）
その処理券貼ってA券だかB券だか貼って出しましただから両方とも捨てるっきゃないなっていう方で	最近（1か月以内）	過去
椅子はあの同じもの一脚しかないですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
この芝生は人工芝	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうなんです	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これはね全然使ってないのがダンボールに入ったからこれはあのなんですかバザーに出せば誰か引き取ってくれるなと思って出したんですね	最近（1か月以内）	過去
多くのあのダンボール中に人工芝入ってる	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あの芝が重なって30枚ぐらい入ってますよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ひとつずつくつけられるんですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうですジョイントするの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
なんて言うんですかあのモザイク	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
カチャットと音はしませんけどね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
手入れっていうにはどうやってするの水まいたり	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あのただ敷いておくだけですねあのコンクリの上に	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ちょっとほらあの	過去	現在（状態、性質、考えなど）
ただそれだけ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
見た目もいいし反射もないし足ざわりもいいんじゃないかっていうんでやったんですけどあの	過去	過去
柱の感じや何かにかっきり入らないんで考え考えやってたんです	過去	過去
左側のあれも捨てるっていうあれですか真ん中だけ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
大きい方	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
なんて言うんですか観葉植物が入ってた入れ物	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
なる何の木ですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
木はねスパティフィラムじゃないやもう一つべごこういう出てこないガーベラじゃない何だっけなちょっとごめんなさい今忘れました	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ポトスじゃないじゃないじゃない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ポトス じゃなくて	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
赤いお花でこのハート型の花が咲く	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
今海馬がダメだったんだ	現在（状態、性質、考えなど）	過去
全然使えるんでいいかなと思って	最近（1か月以内）	現在（状態、性質、考えなど）
その隣はシクラメン	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
シクラメンであれも結構はな咲きますね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
咲くんだどのくらいもつんですかねは結構	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
なんかも咲いてるんですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
クラメンはもう56年	過去-現在（習慣など）	現在（状態、性質、考えなど）
これ出張の時よく使ったんですか現役の時このこっちの方行くという時に	過去	過去
この本はもう現役の時にその土地土地で格好してるやつを買ったんですよね	過去	過去
あー好きなんですかパンフレット買って集めるってのそういうわけじゃない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
食べるとことか飲むところとかあの全て入ってんですよこれだからしかも地図も出てて考証も書いてあるんで非常にわかりやすいなと思って	過去	現在（状態、性質、考えなど）
東京の案内のものだと比較的こう大雑把な地元の考証みたいのが入っていないんで地元で買うとこうちいうのかなり詳しい情報が入るんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
左下の宇都宮ですか宇都宮ね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
宇都宮なんですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
左下は宇都宮です	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
餃子がないんですか宇都宮	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あんま地元の人たちと食事とか飲食するときに地元の餃子なんてところではあまりね接客できるようなんじゃないんでね	過去	現在（状態、性質、考えなど）
だからまあそれぞれに隠れたまあ美味しいお店とかあるんですよねそれを探すためにこういうのわざわざ買ったんですよね	過去	過去
これやっぱり年月経つと変わっちゃいますよね中身は	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ある店なんかなくなっちゃうよあるじゃないですかねみてもね買わなくなったりする	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
この新潟はどの辺行くんですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
新潟はですねあの昔の古い街とかそれからこちら駅の方の東口の方とかまあ昔の繁華街のあたりは中心にあの出てます	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ですからまあ比較的昔の美味しい寿司屋さんとかそれから飲食で接客できるような居酒屋みたいなところとかとそういうのはたくさん出てます	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
近藤さんのこの古着のあれですか定期的になんかバザー出すとか	過去-現在（習慣など）	現在（状態、性質、考えなど）
あの学校小学校で定期的に衣類とかの必要されてる人達にそういう古着を提供しましょうというまそういう役立つようなものを出しましょうって言うんでたまたまこういう古着の募集があったんでそれで役に立つなったらいいかなと思ってま私の着た	最近（1か月以内）	過去
あのこっちのボーダーみたいの縦のボーダーみたいなあれは何ですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれはあの半袖のシャツなんですけどもうちょっと厚い生地が厚いんで	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
時期的にこんな猛暑だったんでもこんなのはもう着ないなと思って	最近（1か月以内）	過去
そこの小学校は定期で何回かそういうようなお知らせ出して持ってきてくださいってあるんですか	過去-現在（習慣など）	過去-現在（習慣など）
そうです連絡っていうか案内板が出るんで	過去-現在（習慣など）	現在（状態、性質、考えなど）
定期的にだったら予定が立てられますよね	現在（状態、性質、考えなど）	過去-現在（習慣など）
前にも何回か出したことあるんですけど背広を全部もう仕事しないからいいやってまとめてだいぶ大量に出したんですけど	過去	過去
背広ってあれネームとかはどうなんすか	過去-現在（習慣など）	現在（状態、性質、考えなど）
もうそのまま出しちゃいました	過去	過去
まだ時間あるんでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あーそうですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これは学校持ってくと外国なんか持ってくんですよね外国送るんでしょうね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
個人で寄付すると送料がつけないといけないですよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
はいこれはですねあのまずどこ行くかっていうのを決めてこの春にオープンした日比谷ミッドタウン	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
日比谷公園のちょっと手前にあるんですけどね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
オープンしたんで	過去	過去
じゃそこ行ってそっから10分以内ってことを考えようと思ってやって	最近（1か月以内）	過去
第1点がミッドタウンの左側にゴジラのこの像が新しくできたんですよね	過去	過去
以前はもっとちっちゃい像がその左すみのほうにあったんですけども	過去	過去
それの3倍ぐらいの大きさがゴジラの像があって	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
まみなさん結構珍しくて写真撮ってましたね	最近（1か月以内）	過去
でま僕らはま若い頃ゴジラの映画を散々見たんで	過去	過去
すごく興味あって	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
結構これを写真を見るとですね懐かしく感じましたね	最近（1か月以内）	過去
やっぱりこれは東宝の最大の生産物のひとつだと思ってますね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
同じくですね今度のミッドタウンで入ろうかなと思ったら	最近（1か月以内）	過去
たまたまそこにですねイベントとしてオリンピックとパラリンピックの2020年の各種目のですねなんかデモンストレーションみたいのをやってたんですよね	最近（1か月以内）	過去
でそれ今映ってんのは何かって言うとあのコカコーラの自動販売機なんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
高さが約3 M ちょっとあるんですけどねそれで	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
どうするかって言うとそこまでちょっと1 M 弱から走ってきてジャンプしてて	最近（1か月以内）	過去
でそのコカコーラの自動販売機のとこにボタンがあるんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それをおしたらそのコカコーラが下の出口に出てくるんですよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これでやって見るんですけどまず誰も取れないですね	最近（1か月以内）	現在（状態、性質、考えなど）
で聞いたらまず取れないんじゃないですかって	最近（1か月以内）	現在（状態、性質、考えなど）
はほとんど取れないですね	最近（1か月以内）	現在（状態、性質、考えなど）
で外人が結構とれるんですよね外人	最近（1か月以内）	現在（状態、性質、考えなど）
はいこれはあの看板にあかぎっていうものが書いてありますね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これはそれで行く前にちょっと	最近（1か月以内）	現在（状態、性質、考えなど）
私の場合は歩いて10分っていう企画だったもので	最近（1か月以内）	過去
家から歩くと大体方向が家のは三つありまして	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ひとつはこの八重洲通りをまっすぐ来るとっていうコースなんですけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
一応今日は今回これを選んで	最近（1か月以内）	過去
一応いつも通ってる道でなくてちょっと迂回しながら裏の道で何か発見しようかなということでまいりました	最近（1か月以内）	過去
そうすとやっぱり全然なくて	最近（1か月以内）	現在（状態、性質、考えなど）
結局この八重洲通り出ちゃったわけですね	最近（1か月以内）	過去
ちょうど手前のとこでたんですけど	最近（1か月以内）	過去
その時この看板をちょっと見つけて	最近（1か月以内）	過去
なんだろな赤城っていう事でちょっと写真とったんです	最近（1か月以内）	過去
これちょっと夕方なんですよね	最近（1か月以内）	現在（状態、性質、考えなど）
暑いもんで夕方走り出したんですけど	最近（1か月以内）	過去
これその帰りうちのこの中央大橋です	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そこにこういう石像石像かなみたいのがあるんで	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これいつも昼間だとかもうバスだとかタクシーに乗ってこれあるのは知ってるんですけど	現在（状態、性質、考えなど）	過去-現在（習慣など）
何だかわからない	過去	現在（状態、性質、考えなど）
それでちょうど行った時にこの夜の夕方だった	最近（1か月以内）	過去
ものすごく幻想的できれいだと思って	最近（1か月以内）	現在（状態、性質、考えなど）
そこでとりあえず撮ってみたわけですね	最近（1か月以内）	過去
それが何が何だかわかんないです	最近（1か月以内）	現在（状態、性質、考えなど）
ただちょっとオブジェみたいでなんだろうなって思って	最近（1か月以内）	現在（状態、性質、考えなど）
次の日これを見に行ったら	最近（1か月以内）	過去
なんかパリと東京とがそのこの川のなんかの関係で友好があってこれをパリから東京都へ寄贈したという風に書いてあるので	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
その時の彫刻家がこの名前が Messenger っていうことでなんかフランスではなんつうかあの船の守護人守護人っていうような意味だったということを聞きました	最近（1か月以内）	過去
きいたっつうか書いてありました	最近（1か月以内）	過去
これはあの杉山さんとか高木さん知ってるかもしれませんけど月島の清澄通りにある居酒屋なんですが	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
昔はなんかビニールシートを張り巡らせてすごいバラックみたいなとこだったんですね	過去	過去
ところがものすごく流行ってて安くて美味しいと評判らしいんですけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それは後で聞いたんですが	最近（1か月以内）	過去
私は昼間通るときは気がつかなかったら	最近（1か月以内）	過去
夜になったら夜ってか夕方からの店先になんか人がたかってるんで	最近（1か月以内）	現在（状態、性質、考えなど）
いっぱいあるんで見に行ったら	最近（1か月以内）	過去
お惣菜売ってるんですね	最近（1か月以内）	現在（状態、性質、考えなど）
お店で出してるようなお刺身とかあの大根ぶり大根あら大根それから中ねぎま汁みたいなとかなんかそのおつまみになるようなもの売ってて	最近（1か月以内）	現在（状態、性質、考えなど）
それも安いんで	最近（1か月以内）	現在（状態、性質、考えなど）
結構いっぱい人がいました	最近（1か月以内）	過去
これはどうもごめんなさい字が遠くても言えないんですけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あの明石町公園にあるなんつうのかな災害時の水を災害時にここから水を供給できるようにしてる建物なんですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
たまたまこの前中央区のお知らせでみたら	過去	過去
中央区は3箇所あるんですが	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
勝どきやなんかから一番近いのはこの明石町なんですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
で聖路加に行ってそこを中心に歩いた時に見つけて読んだら	過去	過去
ウチらはここなんだなぁと思って	過去	現在（状態、性質、考えなど）
なんか地下になんかもう何千リットルのお水を貯めたって	現在（状態、性質、考えなど）	過去
災害で水供給するときここに来た配るらしいんですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
家からとても歩いて行けないけどまここにあんだなって知ってれば心強いかなと思って撮ってきました	最近（1か月以内）	過去
これはあの磐梯辺りの温泉ちょっと行ってきまして	最近（1か月以内）	過去
その宿に着いて	最近（1か月以内）	過去
すぐそばに川があったんでという	最近（1か月以内）	過去
五百川という川があったんで	最近（1か月以内）	過去
でそこを散策して上から覗いて	最近（1か月以内）	現在（状態、性質、考えなど）
あこれは10分歩いて10分ぐらいのとこだからと写してやろうと思って写したもんです	現在（状態、性質、考えなど）	過去
結構川の水もきれいで	最近（1か月以内）	過去
は静かなところでいいとこだなという風に思いました	最近（1か月以内）	過去
もうちょっとこう下流の方には少し小さな滝みたいなちょっと見えるんですけども	最近（1か月以内）	現在（状態、性質、考えなど）
これは宿に近いとこですんで	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
もそういうのは写ってませんけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
まああのなかなか小鳥のさえずりなんかも聞こえるし	最近（1か月以内）	現在（状態、性質、考えなど）
もうこれは気持ちの安らぐとこだなという風に思って写真撮ってきました	最近（1か月以内）	過去
次のこれはあの帰る時磐梯熱海の駅なんですけど温泉からまあちょうど歩いて10分ぐらいで	現在（状態、性質、考えなど）	過去
駅に着いてホッと駅ホーム見てみたら	最近（1か月以内）	過去
ええリゾート列車ですかね	最近（1か月以内）	現在（状態、性質、考えなど）
これねがまあこれはの郡山から会津若松の方へ行く磐越西線なんですけども	最近（1か月以内）	現在（状態、性質、考えなど）
それでたまにこうゆうリゾート列車が走るということで	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それはたまたまこの磐梯熱海の駅に止まってたんで	最近（1か月以内）	過去
これはちょうど歩いて10分で珍しいもの見たなっていうんで写してやろう思って写しました	最近（1か月以内）	過去
若く座席がみんなの向かい合わせのが好きじゃなくて	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
こベンチシートみたいな形になってててこ景色を見れるような作りになってます	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
乗れたら楽しいだろうなと思いましたけど	最近（1か月以内）	過去
まぁ停車してたんで全然そういう気はなかったんですけども	最近（1か月以内）	過去
それちょっと面白いって写してきました	最近（1か月以内）	過去
これゴジラのあれ日比谷映画のあの前の跡地ですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうです	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
昔のねほんと日比谷映画のあって跡地ですねそれが	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これ前小さかったですよね	過去	過去
このぐらいじゃなかったでしたっけ	過去	現在（状態、性質、考えなど）
小ちゃいのはねあのそのミッドタウン中の映画館があるんですよ6階にその所に飾ってありますちっちゃいゴジラは	過去-現在（習慣など）	現在（状態、性質、考えなど）
うんそれがそれすごく大きくなってる3，4倍の大きさ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
みんなとってましたね	最近（1か月以内）	過去
これ高さ何メートルくらい	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
どのくらいあんすかこれ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
3 M ぐらいあるって言ってましたね	最近（1か月以内）	過去
大きいですよすごくうん	最近（1か月以内）	現在（状態、性質、考えなど）
下のあの黒いあの駐車場の入り口ね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ずいぶん変わりましたよあそこはやっぱね	過去	過去
箱みたいの白いところの上に乗ってんの箱ですかね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それはの駐車場の関連のもの会社のあれじゃないですかね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
駐車場ですかあそこ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
地下に入ってくんですねちょうど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ミッドタウンの左手にあるんですよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれはピンクの宝塚	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
宝塚この先行くところ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれ宝塚かなそうかもわかんない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれは宝塚もうちょっと右かな	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
左の方ですよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうだねすぐそばだよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
外堀通りっていうのかなあれには面してないわけですか日比谷公園のまえの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれには面してない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ちょっと手前入る	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ちょっと手前ひっこんでます	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
はいはいあのいわゆる宝塚劇場の並びなんですよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そこにあのビルを全部壊して	過去	過去
いっぱいすごく綺麗なんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
昔映画館がいっぱいあったとこですねなるほどね	現在（状態、性質、考えなど）	過去
そうそう今変わってね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
三喜ビルとかあって壊したんですよね	過去	過去
ずっと空き地になって	過去-現在（習慣など）	現在（状態、性質、考えなど）
映画館が12箇所できてんですよ小さいものからね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これはね本当ね見て	最近（1か月以内）	現在（状態、性質、考えなど）
見てても面白いの	最近（1か月以内）	現在（状態、性質、考えなど）
だからいわゆるちょっとあのスポーツマンタイプの人なんてチャレンジしてるんですよ	最近（1か月以内）	現在（状態、性質、考えなど）
お金入れんですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
子供はどうするかって言うとちょっとね黒っぽいのみえますね	最近（1か月以内）	現在（状態、性質、考えなど）
あれでぼうがあるんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
その棒を持っていいですよと	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
子供がそれでそれで叩くんでもそれでも届かない	最近（1か月以内）	現在（状態、性質、考えなど）
それで皆見てて面白がってんですけどね	最近（1か月以内）	現在（状態、性質、考えなど）
あの外人が当然旅行としてきてるじゃないですか	最近（1か月以内）	現在（状態、性質、考えなど）
僕はいつもチャレンジチャレンジつってね	最近（1か月以内）	過去-現在（習慣など）
外人がやるんですよ恥ずかしがって	最近（1か月以内）	現在（状態、性質、考えなど）
でもそういう外人も取れないの	最近（1か月以内）	現在（状態、性質、考えなど）
もう1メートル8センチぐらいのね外人でも取れないで聞いたんですよなかなか取れないんだよって中々とれませんよって	最近（1か月以内）	過去
どういう人ってやっぱりねやっぱりバスケットとかねバレーやってきた人チャレンジするって取れます	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ボタン押すいっぱいあるの十箇所ぐらいであるか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
上も下も構わないから叩いてると下にこういう受け口があって出るの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
自動販売機のあれでいろんな種類があるんですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうあのコカコーラ全部コカコーラのものだけどね白っぽいのか黒っぽいのか赤色	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だからほんと面白かったよ	最近（1か月以内）	過去
あれボタンが一つずつ分かれてんですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ばかーんて５こくらいぽんって押したらと5本ぐらい落ちてくるわけですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
分かれれんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうでしょうね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だから本当のね外人かあのスポーツマンがチャレンジすると取れますなんて言ってましたね	最近（1か月以内）	過去
タダ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
この料金はいくらなんすか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
タダ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だから皆並んでんですよ	最近（1か月以内）	現在（状態、性質、考えなど）
わりとただのイベントやってますよね	現在（状態、性質、考えなど）	過去-現在（習慣など）
いろんなイベントそこにまだありますけどね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
面白かったですよ	最近（1か月以内）	過去
棒を使った子供達の方が取れたりみたいなね	最近（1か月以内）	現在（状態、性質、考えなど）
面白かったですよ	最近（1か月以内）	過去
これがんぎって居酒屋ですかこれ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これねお蕎麦屋さんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
立ち食いそばですねそれは立ち食いそば	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あの白い看板のとこ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
雁木	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
がんぎ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
どういう字になってんです	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ひらがなでがんぎってがんぎですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
書いてあんですよと越後十日町そば	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
新潟の蕎麦ですねねぎそばみたいなそういうそういうやつ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ちょっとよってみようかなと思って立ち食いらしいから	最近（1か月以内）	現在（状態、性質、考えなど）
したらねこれ夕方行ったからね	最近（1か月以内）	過去
も5時からね酒場になってんですよ立ち食い飲み屋に	最近（1か月以内）	過去
もちろんそばも出してんですよ	最近（1か月以内）	現在（状態、性質、考えなど）
そした新潟の酒がばってこう使っててね	最近（1か月以内）	現在（状態、性質、考えなど）
それであこれちょうどいいやと思って	最近（1か月以内）	過去
あれ越後十日町って書いてあるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
越後十日町だったらお米のが美味しいですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
俺のために見つけたようなことですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それでねつまみもちょっと気の利いたしねそれからあのそれこそほやの塩辛なんかもあるしね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
まあとうなぎもあったりねね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それ最後にその辺にそばを食べてざるでしたけどね	最近（1か月以内）	過去
それでも2500円ぐらいかかったかな	最近（1か月以内）	過去
お酒ね二つ取った	最近（1か月以内）	過去
緑川と景虎ってのかな	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ここまっすぐいくと八重洲口ですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あそっか上杉	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
上杉謙信のやつね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それとあの緑があってもこれは前からあの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
土地のね有名な酒なんだ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
入ってなにが一番美味しかったんですか	最近（1か月以内）	過去
虎影が好きです	最近（1か月以内）	現在（状態、性質、考えなど）
虎影やっぱりちょっと高いんですよ普通のね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これは結構お店が並んでんだね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
俺なんか綺麗ですねあのライトアップが	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ちょこちょこちょこってあるんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれは具体的な像なんですかオブジェ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれね女の人の後ろ姿なぜこれ結局向こうにらんでんですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それで向こう側がちょっと見るのがのスカイツリーで	現在（状態、性質、考えなど）	過去
スカイツリーの下にこうあのそれであのちょっとこう見えないんですけどやってんのがなんなんだー永代橋	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
スカイツリー	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あほんとだスカイツリーが見えてるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
下の台のところはライトアップしてんですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
台がライトアップしてんですね下からね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
下からですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それを作るのにね円形のセメントのあれを川に埋めたんですね	過去	過去
そこにそこに乗っかってんですよ	過去	過去
だからこうやってみなくても見えないですよ表はあの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
この橋を船に見立てて屁先にそのなんか女神像が	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうかも	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
向こうから船でくるとみえんだね	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
もちろん見えます	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
やっぱ女の人みたいですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
女神みたいなね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
この橋は月島のこの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
中央大橋	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
中央大橋ってあの家の方からあの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
八重洲行く方ですよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
